id,address,sq ft,pets,lease,avail,rent $,parking,Location,Unit Type,Lease Type,Rent,Available,Bedroom(s),Bathroom(s),Square Footage,Resident Utilities,Laundry Location,School District,Parking Details,Pets Allowed,Restrictions,Amenities,Link
7884_343,822 E Washington Ave #715,815,C+D*,Standard,6/1/24,$2199,$,Downtown,Apartment,Standard,"$2,199 /mo",6/1/2024,1,1.0,815 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Balcony', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops', '']",https://www.madisonproperty.com/unit?id=7884_343
7905_382,822 E Washington Ave #813,1202,C+D*,Short Term w/ Renewal,Now,$2509,$,Downtown,Apartment,Short Term w/ Renewal Option,"$2,509 /mo",Now,2,2.0,1202 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Lake View', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops', '']",https://www.madisonproperty.com/unit?id=7905_382
7935_343,822 E Washington Ave #924,643,C+D*,Standard,3/1/24,$1729,$,Downtown,Apartment,Standard,"$1,729 /mo",3/1/2024,Studio,1.0,643 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Balcony', 'Lake View', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops', '']",https://www.madisonproperty.com/unit?id=7935_343
7977_382,822 E Washington Ave #1200,1520,C+D*,Short Term w/ Renewal,Now,$2195,$,Downtown,Apartment,Short Term w/ Renewal Option,"$2,195 /mo",Now,3,2.0,1520 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Balcony', 'Lake View', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops']",https://www.madisonproperty.com/unit?id=7977_382
7985_343,822 E Washington Ave #1214,802,C+D*,Standard,4/1/24,$1930,$,Downtown,Apartment,Standard,"$1,930 /mo",4/1/2024,Studio,1.0,802 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Balcony', 'Lake View', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops', '']",https://www.madisonproperty.com/unit?id=7985_343
7994_343,822 E Washington Ave #1407,1021,C+D*,Standard,4/1/24,$2550,$,Downtown,Apartment,Standard,"$2,550 /mo",4/1/2024,1,2.0,1021 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Lake View', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops', '']",https://www.madisonproperty.com/unit?id=7994_343
7995_382,822 E Washington Ave #1408,1631,C+D*,Short Term w/ Renewal,Now,$2195,$,Downtown,Apartment,Short Term w/ Renewal Option,"$2,195 /mo",Now,3,2.0,1631 Sq Ft,"Heat, Electric, & A/C",In Unit,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Paid Parking (Subject To Availability); Parking options subject to availability. Limits apply based on apartment size-please inquire,Dogs & CatsPet Restrictions: Breed restrictions: * American Terriers or Pit Bulls * Staffordshire Terriers * Akitas * Rottweilers * Chow-Chows *Doberman Pinschers *German Shepherds * Presa Canarios * Wolf Hybrids *,No Smoking Allowed. A 630 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Bus route nearby', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Property has on-site vending machines', 'Central Air', 'On-site management office', 'Lake View', 'Luxury Vinyl Plank', 'Dog Wash Station', 'Granite Countertops', '']",https://www.madisonproperty.com/unit?id=7995_382
13369_343,624 W Washington Ave #200,488,C+D*,Standard,6/1/24,$1688,$,Downtown,Apartment,Standard,"$1,688 /mo",6/1/2024,Studio,1.0,488 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water).",In Unit,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Animal Limit. Breed Restrictions Apply on Dogs: No Aggressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Storage space', 'Microwave', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Additional Storage', 'Dog Wash Station', 'Granite Countertops', 'Micro Market', '']",https://www.madisonproperty.com/unit?id=13369_343
13380_343,624 W Washington Ave #211,1245,C+D*,Standard,7/1/24,$3348,$,Downtown,Apartment,Standard,"$3,348 /mo",7/1/2024,3,2.0,1245 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water).",In Unit,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Animal Limit. Breed Restrictions Apply on Dogs: No Aggressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Storage space', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Additional Storage', 'Dog Wash Station', 'Granite Countertops', 'Micro Market']",https://www.madisonproperty.com/unit?id=13380_343
13381_343,624 W Washington Ave #212,1159,C+D*,Standard,5/1/24,$3128,$,Downtown,Apartment,Standard,"$3,128 /mo",5/1/2024,3,2.0,1159 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water).",In Unit,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Animal Limit. Breed Restrictions Apply on Dogs: No Aggressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Storage space', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Additional Storage', 'Dog Wash Station', 'Granite Countertops', 'Micro Market']",https://www.madisonproperty.com/unit?id=13381_343
13386_382,624 W Washington Ave #304,830,C+D*,Short Term w/ Renewal,3/19/24,$1998,$,Downtown,Apartment,Short Term w/ Renewal Option,"$1,998 /mo",3/19/2024,2,1.0,830 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water).",In Unit,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Animal Limit. Breed Restrictions Apply on Dogs: No Aggressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Storage space', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Additional Storage', 'Dog Wash Station', 'Granite Countertops', 'Micro Market']",https://www.madisonproperty.com/unit?id=13386_382
13388_343,624 W Washington Ave #306,855,C+D*,Standard,6/1/24,$2298,$,Downtown,Apartment,Standard,"$2,298 /mo",6/1/2024,2,1.0,855 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water).",In Unit,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Animal Limit. Breed Restrictions Apply on Dogs: No Aggressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Storage space', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Additional Storage', 'Dog Wash Station', 'Granite Countertops', 'Micro Market']",https://www.madisonproperty.com/unit?id=13388_343
13402_343,624 W Washington Ave #407,814,C+D*,Standard,8/1/24,$2248,$,Downtown,Apartment,Standard,"$2,248 /mo",8/1/2024,2,1.0,814 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water).",In Unit,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Animal Limit. Breed Restrictions Apply on Dogs: No Aggressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Storage space', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Additional Storage', 'Dog Wash Station', 'Granite Countertops', 'Micro Market']",https://www.madisonproperty.com/unit?id=13402_343
13410_343,624 W Washington Ave #502,1262,C+D*,Standard,8/1/24,$3328,$,Downtown,Apartment,Standard,"$3,328 /mo",8/1/2024,"2, Loft + Lofted Den",2.0,1262 Sq Ft,"Unit Electricity (Stove, A/C). Unit Gas (Heat, Hot Water).",In Unit,"Elem: Franklin- Randall, Mid: Hamilton, High: West",Paid Parking (Subject To Availability); Paid Parking,"Dogs & CatsPet Restrictions: 2 Animal Limit. Breed Restrictions Apply on Dogs: No Aggressive breeds (Akitas, Chows, Doberman, German Shepards, Huskies, Pit Bulls, Presa Canarios, Rottweillers, Staffordshire Terriers, Wolf Hybrids)",No Smoking Allowed. A 650 credit score requirement applies for applications.,"['Carpeted', 'Dishwasher', 'Storage space', 'Bus route nearby', 'Breakfast bar', 'Microwave', 'Underground garage', 'Stainless appliances', 'Building has a fitness center', 'Community room on-site', 'Building has an elevator', 'Central Air', 'Balcony', 'Luxury Vinyl Plank', 'Additional Storage', 'Dog Wash Station', 'Granite Countertops', 'Lofted Bedroom', 'Lofted Den', 'Micro Market']",https://www.madisonproperty.com/unit?id=13410_343
8907_343,1143 Williamson St #2,672,C+D,Standard,8/23/24,$1150,Free,Downtown,Flat,Standard,"$1,150 /mo",8/23/2024,1,1.0,672 Sq Ft,"Unit Electricity (Heat, Stove). House Electricity . Unit Gas (Hot Water). Tenant is responsible for 50% of house meter for heat and gas.",Laundromat,"Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Parking Included; (1) Parking Stall Included,Dogs & Cats,No Smoking Allowed. A 530 credit score requirement applies for applications.,"['Carpeted', '']",https://www.madisonproperty.com/unit?id=8907_343
11703_343,2109 Winnebago St #3,979,No*,Standard,7/1/24,$1875,Free,Downtown,Apartment,Standard,"$1,875 /mo",7/1/2024,2,1.0,979 Sq Ft,Unit Electricity . Unit Gas (Stove).,"In Unit (Washer: $1.00, Dryer: $1.00)","Elem: Lapham-Marquette, Mid: O'Keeffe, High: East",Parking Included; 1 garage stall,No Pets,No Smoking Allowed. A 600 credit score requirement applies for applications.,"['Hardwood floors', 'Heat included', '3 Season Porch', '']",https://www.madisonproperty.com/unit?id=11703_343
